FID,owfid,country,lat,lon,p_name_4c,o_name_4c,capacity4c,yearmonth
7068,131321,United Kingdom,"53° 38' 31.702"" N","0° 19' 41.095"" E",Humber Gateway,"RWE Renewables,Greencoat UK Wind PLC",219,2015/2/1
7069,131322,United Kingdom,"53° 39' 26.599"" N","0° 19' 46.831"" E",Humber Gateway,"RWE Renewables,Greencoat UK Wind PLC",219,2016/12/1
7070,131323,United Kingdom,"53° 38' 29.076"" N","0° 17' 39.864"" E",Humber Gateway,"RWE Renewables,Greencoat UK Wind PLC",219,2016/1/1
7071,131324,United Kingdom,"53° 30' 16.986"" N","0° 43' 18.739"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7072,131325,United Kingdom,"53° 31' 31.172"" N","0° 43' 21.016"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7073,131326,United Kingdom,"53° 28' 34.644"" N","0° 43' 44.172"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/7/1
7074,131327,United Kingdom,"53° 29' 49.367"" N","0° 43' 46.565"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/11/1
7075,131328,United Kingdom,"53° 31' 34.953"" N","0° 44' 8.963"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/9/1
7076,131329,United Kingdom,"53° 29' 21.476"" N","0° 44' 14.366"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2021/2/1
7077,131330,United Kingdom,"53° 28' 22.605"" N","0° 44' 21.919"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7078,131331,United Kingdom,"53° 30' 51.667"" N","0° 44' 26.584"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7079,131332,United Kingdom,"53° 30' 23.718"" N","0° 44' 54.421"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7080,131333,United Kingdom,"53° 31' 38.563"" N","0° 44' 56.683"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7081,131334,United Kingdom,"53° 28' 10.214"" N","0° 44' 59.783"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7082,131335,United Kingdom,"53° 29' 56.199"" N","0° 45' 22.190"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7083,131336,United Kingdom,"53° 27' 58.163"" N","0° 45' 37.549"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7084,131337,United Kingdom,"53° 31' 41.643"" N","0° 45' 44.635"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7085,131338,United Kingdom,"53° 29' 28.412"" N","0° 45' 49.887"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7086,131339,United Kingdom,"53° 30' 58.431"" N","0° 46' 2.291"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/7/1
7087,131340,United Kingdom,"53° 27' 46.003"" N","0° 46' 15.311"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7088,131341,United Kingdom,"53° 29' 0.798"" N","0° 46' 17.691"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7089,131342,United Kingdom,"53° 31' 45.407"" N","0° 46' 32.377"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/12/1
7090,131343,United Kingdom,"53° 28' 32.990"" N","0° 46' 45.330"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/7/1
7091,131344,United Kingdom,"53° 27' 33.931"" N","0° 46' 53.147"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7092,131345,United Kingdom,"53° 31' 48.738"" N","0° 47' 20.266"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2021/2/1
7093,131346,United Kingdom,"53° 29' 35.166"" N","0° 47' 25.522"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7094,131347,United Kingdom,"53° 27' 21.985"" N","0° 47' 31.056"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/3/1
7095,131348,United Kingdom,"53° 31' 5.316"" N","0° 47' 37.969"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7096,131349,United Kingdom,"53° 29' 7.405"" N","0° 47' 53.088"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2018/10/1
7097,131350,United Kingdom,"53° 31' 52.128"" N","0° 48' 8.136"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7098,131351,United Kingdom,"53° 27' 9.752"" N","0° 48' 8.878"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/5/1
7099,131352,United Kingdom,"53° 28' 39.731"" N","0° 48' 21.044"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7100,131353,United Kingdom,"53° 30' 9.768"" N","0° 48' 32.533"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7101,131354,United Kingdom,"53° 26' 57.510"" N","0° 48' 46.552"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7102,131355,United Kingdom,"53° 28' 11.965"" N","0° 48' 48.802"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/3/1
7103,131356,United Kingdom,"53° 31' 55.401"" N","0° 48' 55.833"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7104,131357,United Kingdom,"53° 31' 12.164"" N","0° 49' 13.594"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/12/1
7105,131358,United Kingdom,"53° 27' 44.272"" N","0° 49' 16.636"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7106,131359,United Kingdom,"53° 29' 14.425"" N","0° 49' 28.903"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/10/1
7107,131360,United Kingdom,"53° 30' 44.468"" N","0° 49' 41.280"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/9/1
7108,131361,United Kingdom,"53° 31' 59.071"" N","0° 49' 43.775"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7109,131362,United Kingdom,"53° 26' 33.121"" N","0° 50' 1.981"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7110,131363,United Kingdom,"53° 28' 19.137"" N","0° 50' 24.563"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7111,131364,United Kingdom,"53° 32' 2.156"" N","0° 50' 31.556"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/1/1
7112,131365,United Kingdom,"53° 29' 49.105"" N","0° 50' 36.806"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/12/1
7113,131366,United Kingdom,"53° 26' 21.150"" N","0° 50' 39.768"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/5/1
7114,131367,United Kingdom,"53° 31' 19.048"" N","0° 50' 49.083"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7115,131368,United Kingdom,"53° 26' 8.877"" N","0° 51' 17.731"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7116,131369,United Kingdom,"53° 32' 5.698"" N","0° 51' 19.215"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/1/1
7117,131370,United Kingdom,"53° 28' 53.535"" N","0° 51' 32.226"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7118,131371,United Kingdom,"53° 30' 23.530"" N","0° 51' 44.657"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7119,131372,United Kingdom,"53° 26' 55.496"" N","0° 51' 47.599"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7120,131373,United Kingdom,"53° 25' 56.384"" N","0° 51' 55.300"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7121,131374,United Kingdom,"53° 31' 53.510"" N","0° 51' 57.019"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7122,131375,United Kingdom,"53° 29' 55.981"" N","0° 52' 12.365"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/12/1
7123,131376,United Kingdom,"53° 31' 25.789"" N","0° 52' 24.830"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/3/1
7124,131377,United Kingdom,"53° 27' 58.039"" N","0° 52' 27.735"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/7/1
7125,131378,United Kingdom,"53° 25' 44.534"" N","0° 52' 33.073"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7126,131379,United Kingdom,"53° 29' 28.027"" N","0° 52' 39.968"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7127,131380,United Kingdom,"53° 30' 58.093"" N","0° 52' 52.443"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/3/1
7128,131381,United Kingdom,"53° 27' 30.010"" N","0° 52' 55.318"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2021/2/1
7129,131382,United Kingdom,"53° 30' 30.557"" N","0° 53' 20.251"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7130,131383,United Kingdom,"53° 27' 2.373"" N","0° 53' 23.000"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/2/1
7131,131384,United Kingdom,"53° 30' 2.767"" N","0° 53' 47.876"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7132,131385,United Kingdom,"53° 25' 19.966"" N","0° 53' 48.452"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7133,131386,United Kingdom,"53° 26' 34.399"" N","0° 53' 50.718"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7134,131387,United Kingdom,"53° 28' 4.890"" N","0° 54' 3.232"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7135,131388,United Kingdom,"53° 26' 6.527"" N","0° 54' 18.575"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7136,131389,United Kingdom,"53° 25' 7.850"" N","0° 54' 26.259"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/7/1
7137,131390,United Kingdom,"53° 27' 36.852"" N","0° 54' 30.847"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/10/1
7138,131391,United Kingdom,"53° 29' 7.118"" N","0° 54' 43.438"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/10/1
7139,131392,United Kingdom,"53° 27' 8.980"" N","0° 54' 58.657"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/9/1
7140,131393,United Kingdom,"53° 24' 55.501"" N","0° 55' 4.111"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7141,131394,United Kingdom,"53° 28' 39.401"" N","0° 55' 11.017"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/12/1
7142,131395,United Kingdom,"53° 26' 41.332"" N","0° 55' 26.307"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7143,131396,United Kingdom,"53° 28' 11.353"" N","0° 55' 38.658"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7144,131397,United Kingdom,"53° 24' 43.605"" N","0° 55' 41.666"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7145,131398,United Kingdom,"53° 26' 13.336"" N","0° 55' 54.011"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7146,131399,United Kingdom,"53° 27' 43.521"" N","0° 56' 6.315"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7147,131400,United Kingdom,"53° 25' 45.901"" N","0° 56' 21.727"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/6/1
7148,131401,United Kingdom,"53° 27' 15.733"" N","0° 56' 33.933"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7149,131402,United Kingdom,"53° 25' 17.894"" N","0° 56' 49.354"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7150,131403,United Kingdom,"53° 26' 48.153"" N","0° 57' 1.681"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/10/1
7151,131404,United Kingdom,"53° 24' 34.593"" N","0° 57' 7.091"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7152,131405,United Kingdom,"53° 26' 20.464"" N","0° 57' 29.428"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/2/1
7153,131406,United Kingdom,"53° 24' 37.975"" N","0° 57' 54.780"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/9/1
7154,131407,United Kingdom,"53° 25' 52.589"" N","0° 57' 57.056"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2021/2/1
7155,131408,United Kingdom,"53° 25' 24.617"" N","0° 58' 24.794"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/8/1
7156,131409,United Kingdom,"53° 24' 57.096"" N","0° 58' 52.458"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2019/8/1
7157,131410,United Kingdom,"53° 28' 23.971"" N","0° 50' 44.858"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2017/8/1
7158,131411,United Kingdom,"53° 29' 11.339"" N","0° 41' 50.778"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7159,131412,United Kingdom,"53° 29' 57.700"" N","0° 42' 20.791"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/12/1
7160,131413,United Kingdom,"53° 28' 59.069"" N","0° 42' 28.524"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/6/1
7161,131414,United Kingdom,"53° 30' 44.286"" N","0° 42' 50.808"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/4/1
7162,131415,United Kingdom,"53° 28' 46.896"" N","0° 43' 6.379"" E",Triton Knoll,"J-POWER/Electric Power Development Co.,LTD",857,2020/7/1
7163,131416,United Kingdom,"53° 8' 20.178"" N","0° 25' 48.397"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7164,131417,United Kingdom,"53° 8' 4.211"" N","0° 25' 49.152"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7165,131418,United Kingdom,"53° 8' 36.462"" N","0° 25' 49.308"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7166,131419,United Kingdom,"53° 7' 48.756"" N","0° 25' 50.148"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7167,131420,United Kingdom,"53° 7' 33.681"" N","0° 25' 51.117"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7168,131421,United Kingdom,"53° 11' 19.630"" N","0° 25' 57.644"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7169,131422,United Kingdom,"53° 11' 54.523"" N","0° 25' 57.632"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7170,131423,United Kingdom,"53° 12' 11.700"" N","0° 25' 57.535"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2016/2/1
7171,131424,United Kingdom,"53° 12' 29.161"" N","0° 25' 57.640"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7172,131425,United Kingdom,"53° 12' 46.612"" N","0° 25' 57.543"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7173,131426,United Kingdom,"53° 10' 9.969"" N","0° 25' 57.881"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2016/4/1
7174,131427,United Kingdom,"53° 10' 27.333"" N","0° 25' 57.883"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7175,131428,United Kingdom,"53° 10' 45.109"" N","0° 25' 57.772"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7176,131429,United Kingdom,"53° 11' 2.436"" N","0° 25' 57.839"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2016/10/1
7177,131430,United Kingdom,"53° 11' 36.230"" N","0° 26' 0.127"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7178,131431,United Kingdom,"53° 8' 45.323"" N","0° 26' 21.683"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7179,131432,United Kingdom,"53° 8' 28.862"" N","0° 26' 22.636"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7180,131433,United Kingdom,"53° 8' 13.102"" N","0° 26' 23.717"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7181,131434,United Kingdom,"53° 7' 56.699"" N","0° 26' 24.435"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7182,131435,United Kingdom,"53° 7' 40.632"" N","0° 26' 25.485"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7183,131436,United Kingdom,"53° 12' 11.900"" N","0° 26' 47.179"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2017/8/1
7184,131437,United Kingdom,"53° 12' 28.992"" N","0° 26' 47.151"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7185,131438,United Kingdom,"53° 12' 46.687"" N","0° 26' 47.096"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7186,131439,United Kingdom,"53° 10' 10.230"" N","0° 26' 47.485"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7187,131440,United Kingdom,"53° 10' 27.725"" N","0° 26' 47.328"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7188,131441,United Kingdom,"53° 10' 44.973"" N","0° 26' 47.295"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7189,131442,United Kingdom,"53° 11' 2.325"" N","0° 26' 47.246"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7190,131443,United Kingdom,"53° 11' 19.821"" N","0° 26' 47.266"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7191,131444,United Kingdom,"53° 11' 37.066"" N","0° 26' 47.179"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7192,131445,United Kingdom,"53° 11' 54.592"" N","0° 26' 47.200"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7193,131446,United Kingdom,"53° 8' 37.906"" N","0° 26' 57.029"" E",Lynn,Green Investment Group (GIG),97.2,2015/12/1
7194,131447,United Kingdom,"53° 8' 21.945"" N","0° 26' 58.025"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7195,131448,United Kingdom,"53° 8' 5.506"" N","0° 26' 59.113"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7196,131449,United Kingdom,"53° 7' 49.535"" N","0° 27' 0.027"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7197,131450,United Kingdom,"53° 7' 33.720"" N","0° 27' 1.096"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7198,131451,United Kingdom,"53° 8' 46.852"" N","0° 27' 31.529"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7199,131452,United Kingdom,"53° 8' 30.770"" N","0° 27' 32.525"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7200,131453,United Kingdom,"53° 8' 14.377"" N","0° 27' 33.512"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7201,131454,United Kingdom,"53° 14' 28.435"" N","0° 27' 34.204"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7202,131455,United Kingdom,"53° 7' 58.419"" N","0° 27' 34.458"" E",Lynn,Green Investment Group (GIG),97.2,2016/8/1
7203,131456,United Kingdom,"53° 7' 42.070"" N","0° 27' 35.478"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7204,131457,United Kingdom,"53° 10' 10.093"" N","0° 27' 36.702"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7205,131458,United Kingdom,"53° 10' 27.641"" N","0° 27' 36.766"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7206,131459,United Kingdom,"53° 10' 44.811"" N","0° 27' 36.752"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7207,131460,United Kingdom,"53° 11' 2.504"" N","0° 27' 36.826"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7208,131461,United Kingdom,"53° 11' 19.718"" N","0° 27' 36.720"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7209,131462,United Kingdom,"53° 11' 37.169"" N","0° 27' 36.765"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7210,131463,United Kingdom,"53° 11' 54.433"" N","0° 27' 36.763"" E",Inner Dowsing,BlackRock Investment Management (UK),97.2,2015/2/1
7211,131464,United Kingdom,"53° 12' 11.840"" N","0° 27' 36.657"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7212,131465,United Kingdom,"53° 12' 29.291"" N","0° 27' 36.632"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7213,131466,United Kingdom,"53° 12' 46.468"" N","0° 27' 36.731"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7214,131467,United Kingdom,"53° 14' 7.479"" N","0° 27' 42.982"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7215,131468,United Kingdom,"53° 13' 46.197"" N","0° 27' 52.017"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7216,131469,United Kingdom,"53° 13' 25.049"" N","0° 28' 0.856"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7217,131470,United Kingdom,"53° 8' 39.573"" N","0° 28' 7.035"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7218,131471,United Kingdom,"53° 8' 23.182"" N","0° 28' 7.993"" E",Lynn,Green Investment Group (GIG),97.2,2017/9/1
7219,131472,United Kingdom,"53° 8' 6.996"" N","0° 28' 8.874"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7220,131473,United Kingdom,"53° 13' 4.076"" N","0° 28' 9.745"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7221,131474,United Kingdom,"53° 7' 51.093"" N","0° 28' 9.918"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7222,131475,United Kingdom,"53° 7' 34.684"" N","0° 28' 10.771"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7223,131476,United Kingdom,"53° 14' 35.814"" N","0° 28' 22.977"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7224,131477,United Kingdom,"53° 9' 8.392"" N","0° 28' 29.372"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7225,131478,United Kingdom,"53° 12' 17.827"" N","0° 28' 29.351"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7226,131479,United Kingdom,"53° 9' 27.387"" N","0° 28' 30.240"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7227,131480,United Kingdom,"53° 9' 50.188"" N","0° 28' 31.306"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7228,131481,United Kingdom,"53° 14' 14.167"" N","0° 28' 32.141"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7229,131482,United Kingdom,"53° 10' 13.272"" N","0° 28' 32.335"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7230,131483,United Kingdom,"53° 10' 36.313"" N","0° 28' 33.325"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7231,131484,United Kingdom,"53° 10' 59.749"" N","0° 28' 34.603"" E",Lincs,Ørsted Power (UK) Limited,270,2017/11/1
7232,131485,United Kingdom,"53° 11' 31.932"" N","0° 28' 36.348"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7233,131486,United Kingdom,"53° 11' 55.086"" N","0° 28' 37.583"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7234,131487,United Kingdom,"53° 13' 52.350"" N","0° 28' 41.312"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7235,131488,United Kingdom,"53° 8' 47.834"" N","0° 28' 41.367"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7236,131489,United Kingdom,"53° 8' 31.840"" N","0° 28' 42.410"" E",Lynn,Green Investment Group (GIG),97.2,2015/2/1
7237,131490,United Kingdom,"53° 8' 15.918"" N","0° 28' 43.354"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7238,131491,United Kingdom,"53° 7' 59.519"" N","0° 28' 44.338"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7239,131492,United Kingdom,"53° 7' 43.600"" N","0° 28' 45.304"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7240,131493,United Kingdom,"53° 13' 30.661"" N","0° 28' 50.477"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7241,131494,United Kingdom,"53° 13' 8.882"" N","0° 28' 59.514"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7242,131495,United Kingdom,"53° 12' 47.150"" N","0° 29' 8.715"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7243,131496,United Kingdom,"53° 14' 43.238"" N","0° 29' 12.015"" E",Lincs,Ørsted Power (UK) Limited,270,2016/10/1
7244,131497,United Kingdom,"53° 12' 25.376"" N","0° 29' 17.907"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7245,131498,United Kingdom,"53° 9' 3.828"" N","0° 29' 20.407"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7246,131499,United Kingdom,"53° 14' 21.317"" N","0° 29' 21.124"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7247,131500,United Kingdom,"53° 9' 26.772"" N","0° 29' 21.195"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7248,131501,United Kingdom,"53° 9' 49.001"" N","0° 29' 21.888"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7249,131502,United Kingdom,"53° 10' 11.504"" N","0° 29' 22.650"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7250,131503,United Kingdom,"53° 10' 33.716"" N","0° 29' 23.291"" E",Lincs,Ørsted Power (UK) Limited,270,2017/7/1
7251,131504,United Kingdom,"53° 10' 56.290"" N","0° 29' 24.079"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7252,131505,United Kingdom,"53° 7' 42.766"" N","0° 29' 24.247"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
7253,131506,United Kingdom,"53° 11' 41.317"" N","0° 29' 25.590"" E",Lincs,Ørsted Power (UK) Limited,270,2015/2/1
